card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
RADIATE,방출,Radiate,regent,Uncommon,E0,Attack,1.95,4.29,19.5,17.55,0.42,C,1,0,4.3,v3_table,True,-2.35,-0.01,15.2,72,60,17,55,0.368,atomic_fixed+scaling_count,Deal 3 damage to ALL enemies for each 1 Stars gained this turn.
RAGE,격노,Rage,ironclad,Uncommon,E0,Skill,1.8,6.3,32.4,30.6,0.72,C,0,0,4.3,v3_table,True,-2.5,2.0,28.1,74,52,9,65,0.244,atomic_fixed+event_triggers,"Whenever you play an Attack this turn, gain 3 Block."
RAINBOW,무지개,Rainbow,defect,Rare,E2,Skill,8.8,13.8,17.0,8.2,0.625,C,1,0,17.0,v3_table,True,-8.2,-3.2,0.0,13,8,31,23,0.736,atomic_fixed|keyword_exhaust|orb_diversity_bundle,Channel 1 Lightning. Channel 1 Frost. Channel 1 Dark.
RALLY,단결,Rally,colorless,Rare,E2,Skill,7.2,10.8,18.0,10.8,0.72,C,0,0,18.0,v3_table,True,-10.8,-7.2,0.0,13,12,13,1,0.984,all_players+atomic_fixed,ALL players gain 12 Block.
RAMPAGE,광란,Rampage,ironclad,Uncommon,E1,Attack,4.5,7.0,12.0,7.5,0.793,C,1,0,6.5,v3_table,True,-2.0,0.5,5.5,45,43,45,2,0.977,atomic_fixed|self_damage_growth_combat,Deal 9 damage. Increase this card's damage by 5 this combat.
RATTLE,덜그럭대기,Rattle,necrobinder,Uncommon,E1,Attack,3.15,6.3,15.75,12.6,0.71,C,1,0,6.5,v3_table,True,-3.35,-0.2,9.25,57,46,36,21,0.759,atomic_osty_damage|osty_extra_hits,Osty deals 7 damage. Hits an additional time for each other time he has attacked this turn.
REANIMATE,소생,Reanimate,necrobinder,Rare,E3,Skill,21.0,21.0,21.0,0.0,0.988,A,0,0,20.0,v3_table,True,1.0,1.0,1.0,3,3,22,19,0.782,atomic_fixed|keyword_exhaust,Summon 20.
REAP,수확,Reap,necrobinder,Common,E3,Attack,14.0,14.0,14.0,0.0,0.99,A,0,0,13.5,v3_table,True,0.5,0.5,0.5,4,9,40,36,0.586,atomic_fixed|keyword_retain,Deal 27 damage.
REAPER_FORM,사신의 형상,Reaper Form,necrobinder,Rare,E3,Power,2.7,9.45,21.6,18.9,0.42,C,1,0,20.0,v3_table,True,-17.3,-10.55,1.6,64,25,19,45,0.483,attack_damage_to_doom,"Whenever Attacks deal damage, apply that much Doom."
REAVE,강탈,Reave,necrobinder,Common,E1,Attack,5.5,5.5,5.5,0.0,0.949,A,0,0,5.3,v3_table,True,0.2,0.2,0.2,35,58,71,36,0.586,atomic_fixed,Deal 9 damage. Add a Soul into your Draw Pile.
REBOOT,다시 시작,Reboot,defect,Rare,E0,Skill,7.2,8.2,9.7,2.5,0.676,C,1,0,6.5,v3_table,True,0.7,1.7,3.2,19,34,47,28,0.678,atomic_fixed|keyword_exhaust|shuffle_all_piles,Shuffle ALL your cards into your Draw Pile. Draw 4 cards.
REBOUND,되돌리기,Rebound,event,Event,E1,Attack,6.0,6.0,6.0,0.0,0.93,A,0,0,,special_pool_raw_score,False,,,,13,17,21,8,0.692,atomic_fixed|next_card_topdeck,Deal 9 damage. Put the next card you play this turn on top of your Draw Pile.
REFINE_BLADE,검날 개선,Refine Blade,regent,Common,E1,Skill,4.97,4.97,4.97,0.0,0.72,B,0,0,5.3,v3_table,True,-0.33,-0.33,-0.33,40,57,69,29,0.667,atomic_fixed|atomic_fixed+delay_next_turn,"Forge 9. Next turn, gain 1 Energy."
REFLECT,반사,Reflect,regent,Uncommon,E1+S3,Skill,5.5,9.0,10.5,5.0,0.669,C,2,0,6.5,energy_table_star_cost_separated,True,-1.0,2.5,4.0,30,22,36,14,0.839,atomic_fixed|cost_star_spend|reflect_blocked_damage,Gain 15 Block. Blocked attack damage is reflected to your attacker this turn.
REFLEX,반사신경,Reflex,silent,Uncommon,E3,Skill,3.4,7.8,11.4,8.0,0.551,C,1,0,16.0,v3_table,False,,,,47,32,41,15,0.828,atomic_fixed|keyword_sly,Draw 2 cards.
REFRACT,굴절,Refract,defect,Uncommon,E3,Attack,16.0,16.25,16.75,0.75,0.864,B,1,0,16.0,v3_table,True,0.0,0.25,0.75,3,6,32,29,0.667,atomic_fixed|multi_hit_strength_synergy,Deal 9 damage twice. Channel 2 Glass.
REGRET,후회,Regret,curse,Curse,E-1,Curse,-35.0,-4.384,-0.75,34.25,0.72,C,0,0,,special_pool_raw_score,False,,,,17,15,12,5,0.706,atomic_fixed+condition_probability+recurring_turns+scaling_count|keyword_unplayable,"At the end of your turn, if this is in your Hand, lose 1 HP for each card in your Hand."
RELAX,안식,Relax,event,Ancient,E3,Skill,14.72,14.72,14.72,0.0,0.871,B,0,0,,special_pool_raw_score,False,,,,2,3,6,4,0.846,atomic_fixed|atomic_fixed+delay_next_turn|keyword_exhaust,"Gain 15 Block. Next turn, draw 2 cards and gain 2 Energy."
REND,쥐어뜯기,Rend,colorless,Rare,E2,Attack,10.0,17.5,25.0,15.0,0.669,C,1,0,18.0,v3_table,True,-8.0,-0.5,7.0,6,3,7,4,0.937,atomic_fixed|damage_per_unique_debuff,Deal 15 damage. Deals 5 additional damage for each unique debuff on the enemy.
RESONANCE,공진,Resonance,regent,Uncommon,E1+S3,Skill,-0.15,-0.15,-0.15,0.0,0.645,C,1,0,6.5,energy_table_star_cost_separated,True,-6.65,-6.65,-6.65,81,86,87,6,0.931,atomic_enemy_strength_loss|atomic_fixed|cost_star_spend,Gain 1 Strength. ALL enemies lose 1 Strength.
RESTLESSNESS,초조함,Restlessness,colorless,Uncommon,E0,Skill,0.5,6.38,8.9,8.4,0.444,C,1,0,4.25,v3_table,True,-3.75,2.13,4.65,55,38,36,19,0.698,atomic_fixed+condition_probability|keyword_retain,"If your Hand is empty, draw 2 cards and gain 2 Energy."
RICOCHET,도탄,Ricochet,silent,Common,E2,Attack,5.4,9.175,13.15,7.75,0.445,C,2,0,9.0,v3_table,False,,,,22,20,34,14,0.839,atomic_random_target_damage|keyword_sly|multi_hit_strength_synergy,Deal 3 damage to a random enemy 4 times.
RIGHT_HAND_HAND,진정한 오른팔,Right Hand Hand,necrobinder,Uncommon,E0,Attack,1.8,3.6,7.2,5.4,0.71,C,1,0,4.3,v3_table,True,-2.5,-0.7,2.9,71,76,57,19,0.782,atomic_osty_damage|self_return_on_expensive_card,"Osty deals 4 damage. Whenever you play a card that costs 2 Energy or more, return this to your Hand from the Discard Pile."
RIP_AND_TEAR,날뛰기,Rip and Tear,event,Event,E1,Attack,6.3,6.55,7.05,0.75,0.72,B,0,0,,special_pool_raw_score,False,,,,11,15,16,5,0.808,multi_hit_strength_synergy|random_damage_twice,Deal 7 damage to a random enemy twice.
ROCKET_PUNCH,로켓 펀치,Rocket Punch,defect,Uncommon,E2,Attack,12.75,12.75,12.75,0.0,0.863,B,0,0,11.0,v3_table,True,1.75,1.75,1.75,5,12,41,36,0.586,atomic_fixed|cost_to_zero,"Deal 13 damage. Draw 1 card. Whenever you create a Status, reduce this card's cost to 0 Energy until played."
ROLLING_BOULDER,굴러가는 바위,Rolling Boulder,colorless,Rare,E3,Power,6.094,28.259,68.25,62.156,0.42,C,1,0,14.5,v3_table,True,-8.406,13.759,53.75,20,1,1,19,0.698,recurring_growing_aoe,"At the start of your turn, deal 5 damage to ALL enemies and increase this damage by 5."
ROYALTIES,로열티,Royalties,regent,Rare,E1,Power,3.0,3.0,3.0,0.0,0.72,B,0,0,6.5,v3_table,True,-3.5,-3.5,-3.5,55,70,76,21,0.759,meta_gold,"At the end of combat, gain 30 Gold."
ROYAL_GAMBLE,성대한 도박,Royal Gamble,regent,Uncommon,E0+S5,Skill,2.5,2.5,2.5,0.0,0.432,C,2,0,4.3,energy_table_star_cost_separated,True,-1.8,-1.8,-1.8,63,80,83,20,0.77,atomic_fixed|cost_star_spend|keyword_exhaust,Gain 9 Stars.
RUPTURE,파열,Rupture,ironclad,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,55,20,3,52,0.395,atomic_fixed+event_triggers,"Whenever you lose HP on your turn, gain 1 Strength."
SACRIFICE,희생,Sacrifice,necrobinder,Rare,E1,Skill,-4.5,7.5,18.5,23.0,0.44,C,1,0,6.5,v3_table,True,-11.0,1.0,12.0,87,40,29,58,0.333,keyword_retain|sacrifice_osty_for_block,"If Osty is alive, he dies and you gain Block equal to double his Max HP."
SALVO,집중 포화,Salvo,colorless,Rare,E1,Attack,8.0,8.0,8.0,0.0,1.0,A,0,0,9.0,v3_table,True,-1.0,-1.0,-1.0,8,23,37,29,0.54,atomic_fixed|atomic_retain_hand,Deal 12 damage. Retain your Hand this turn.
SCARE,위협,Scare,silent,Uncommon,E0,Skill,1.73,1.73,1.73,0.0,0.72,B,0,0,4.3,v3_table,True,-2.57,-2.57,-2.57,68,86,86,18,0.793,atomic_fixed|keyword_exhaust,Apply 1 Weak to ALL enemies.
SCAVENGE,포집,Scavenge,defect,Uncommon,E1,Skill,5.0,5.0,5.0,0.0,0.776,B,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,39,65,73,34,0.609,atomic_fixed+delay_next_turn|atomic_selected_exhaust,"Exhaust a card. Next turn, gain 2 Energy."
SCOURGE,징벌,Scourge,necrobinder,Common,E1,Skill,4.76,4.76,4.76,0.0,0.926,A,0,0,5.3,v3_table,True,-0.54,-0.54,-0.54,40,64,73,33,0.621,atomic_fixed,Apply 13 Doom. Draw 1 card.
SCRAPE,긁어내기,Scrape,defect,Uncommon,E1,Attack,3.5,5.825,9.05,5.55,0.682,C,1,0,6.5,v3_table,True,-3.0,-0.675,2.55,47,50,49,3,0.966,atomic_fixed|discard_scrape_misses,Deal 7 damage. Draw 4 cards. Discard all cards drawn this way that do not cost 0 Energy.
SCRAWL,휘갈김,Scrawl,colorless,Rare,E1,Skill,0.25,6.7,17.45,17.2,0.454,C,1,0,9.0,v3_table,True,-8.75,-2.3,8.45,57,33,15,42,0.333,draw_to_full|keyword_exhaust,Draw cards until your Hand is full.
SCULPTING_STRIKE,조각 타격,Sculpting Strike,necrobinder,Common,E1,Attack,3.5,3.5,3.5,0.0,1.0,A,0,0,5.3,v3_table,True,-1.8,-1.8,-1.8,53,79,81,28,0.678,atomic_fixed|atomic_grant_ethereal,Deal 9 damage. Add Ethereal to a card in your Hand.
SEANCE,강령회,Seance,necrobinder,Rare,E1,Skill,1.4,1.4,1.4,0.0,0.72,B,0,0,6.5,v3_table,True,-5.1,-5.1,-5.1,74,86,88,14,0.839,keyword_ethereal|transform_to_soul,Transform a card in your Draw Pile into Soul.
SECOND_WIND,기사회생,Second Wind,ironclad,Uncommon,E1,Skill,0.0,6.1,33.0,33.0,0.665,C,1,0,6.5,v3_table,True,-6.5,-0.4,26.5,85,55,7,78,0.093,atomic_fixed+scaling_count|exhaust_non_attacks,Exhaust all non-Attack cards in your Hand. Gain 5 Block for each card Exhausted.
SECRET_TECHNIQUE,비밀 기술,Secret Technique,colorless,Rare,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,5.0,v3_table,True,-3.5,-3.5,-3.5,52,63,63,11,0.825,keyword_exhaust|tutor_to_hand,Put a Skill from your Draw Pile into your Hand.
SECRET_WEAPON,비밀 병기,Secret Weapon,colorless,Rare,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,5.0,v3_table,True,-3.5,-3.5,-3.5,53,64,64,11,0.825,keyword_exhaust|tutor_to_hand,Put an Attack from your Draw Pile into your Hand.
SEEKER_STRIKE,탐색 타격,Seeker Strike,colorless,Uncommon,E1,Attack,7.0,7.0,7.0,0.0,0.9,A,0,0,6.8,v3_table,True,0.2,0.2,0.2,15,30,44,29,0.54,atomic_fixed|partial_tutor_draw_to_hand,Deal 9 damage. Choose 1 of 3 cards in your Draw Pile to add into your Hand.
SEEKING_EDGE,날 세우기,Seeking Edge,regent,Rare,E1,Power,3.81,5.31,8.31,4.5,0.551,C,1,0,6.5,v3_table,True,-2.69,-1.19,1.81,46,48,47,2,0.977,atomic_fixed|blade_gain_aoe,Forge 7. Sovereign Blade now deals damage to ALL enemies.
SENTRY_MODE,경계 태세,Sentry Mode,necrobinder,Rare,E2,Power,3.5,16.65,27.0,23.5,0.42,C,1,0,17.0,v3_table,True,-13.5,-0.35,10.0,54,5,10,49,0.437,recurring_sweeping_gaze,"At the start of your turn, add 1 Sweeping Gaze into your Hand."
SERPENT_FORM,구렁이의 형상,Serpent Form,silent,Rare,E3,Power,1.8,12.6,36.0,34.2,0.42,C,1,0,20.0,v3_table,True,-18.2,-7.4,16.0,66,5,3,63,0.276,card_play_trigger_damage,"Whenever you play a card, deal 4 damage to a random enemy."
SETUP_STRIKE,사전 타격,Setup Strike,ironclad,Common,E1,Attack,5.1,5.1,5.1,0.0,1.0,A,0,0,5.3,v3_table,True,-0.2,-0.2,-0.2,31,65,77,46,0.465,atomic_fixed|atomic_temporary_stat,Deal 7 damage. Gain 2 Strength this turn.
SEVEN_STARS,일곱 개의 별,Seven Stars,regent,Rare,E2+S7,Attack,17.85,19.35,22.35,4.5,0.82,B,1,0,17.0,energy_table_star_cost_separated,True,0.85,2.35,5.35,2,4,12,10,0.885,atomic_fixed|cost_star_spend|multi_hit_strength_synergy,Deal 7 damage to ALL enemies 7 times.
SEVERANCE,분리,Severance,necrobinder,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.912,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,10,24,46,36,0.586,atomic_fixed|atomic_three_souls,"Deal 13 damage. Add a Soul into your Draw Pile, Hand, and Discard Pile."
SHADOWMELD,그림자 은신,Shadowmeld,silent,Rare,E1,Skill,1.8,6.0,15.0,13.2,0.42,C,1,0,6.5,v3_table,True,-4.7,-0.5,8.5,67,53,30,37,0.575,double_block_gain_turn,Double your Block gain this turn.
SHADOW_SHIELD,그림자 방패,Shadow Shield,defect,Uncommon,E2,Skill,11.0,11.0,11.0,0.0,0.888,B,0,0,11.0,v3_table,True,0.0,0.0,0.0,7,20,44,37,0.575,atomic_fixed,Gain 11 Block. Channel 1 Dark.
SHADOW_STEP,그림자 걸음,Shadow Step,silent,Rare,E1,Skill,-0.5,4.0,14.0,14.5,0.495,C,1,0,6.5,v3_table,True,-7.0,-2.5,7.5,85,75,31,54,0.379,atomic_discard_hand|double_damage_window,"Discard your Hand. Next turn, Attacks deal double damage."
SHAME,수치,Shame,curse,Curse,E-1,Curse,-11.0,-5.135,-0.75,10.25,0.72,C,0,0,,special_pool_raw_score,False,,,,16,17,13,4,0.765,atomic_self_debuff+condition_probability+recurring_turns|keyword_unplayable,"At the end of your turn, if this is in your Hand, gain 1 Frail."
SHARED_FATE,운명 공유,Shared Fate,necrobinder,Rare,E0,Skill,-3.5,-0.25,3.0,6.5,0.602,C,1,0,6.5,v3_table,True,-10.0,-6.75,-3.5,86,87,83,4,0.954,atomic_lose_strength_conditional_stock|enemy_strength_loss|keyword_exhaust,Lose 2 Strength. Enemy loses 2 Strength.
SHATTER,산산조각,Shatter,defect,Rare,E1,Attack,4.55,12.55,40.55,36.0,0.615,C,1,0,6.5,v3_table,True,-1.95,6.05,34.05,41,13,4,37,0.575,atomic_fixed|evoke_all_twice,Deal 7 damage to ALL enemies. Evoke all of your Orbs twice.
SHINING_STRIKE,빛나는 타격,Shining Strike,regent,Uncommon,E1,Attack,6.5,7.5,9.0,2.5,0.724,B,2,0,6.5,v3_table,True,0.0,1.0,2.5,19,29,44,25,0.713,atomic_fixed|self_topdeck,Deal 8 damage. Gain 2 Stars. Put this card on top of your Draw Pile.
SHIV,단도,Shiv,token,Token,E0,Attack,1.0,1.0,1.0,0.0,0.907,A,0,0,,special_pool_raw_score,False,,,,10,10,10,0,1.0,atomic_fixed|keyword_exhaust,Deal 4 damage.
SHOCKWAVE,충격파,Shockwave,colorless,Uncommon,E2,Skill,14.99,14.99,14.99,0.0,0.72,B,0,0,12.0,v3_table,True,2.99,2.99,2.99,2,4,20,18,0.714,atomic_fixed|keyword_exhaust,Apply 3 Weak and Vulnerable to ALL enemies.
SHROUD,수의,Shroud,necrobinder,Uncommon,E1,Power,1.2,4.2,21.6,20.4,0.72,C,0,0,6.5,v3_table,True,-5.3,-2.3,15.1,77,73,20,57,0.345,atomic_fixed+event_triggers,"Whenever you apply Doom, gain 2 Block."
SHRUG_IT_OFF,흘려보내기,Shrug It Off,ironclad,Common,E1,Skill,6.05,6.05,6.05,0.0,0.942,A,0,0,5.3,v3_table,True,0.75,0.75,0.75,23,56,67,44,0.488,atomic_fixed,Gain 8 Block. Draw 1 card.
SIC_EM,덮쳐!,Sic 'Em,necrobinder,Uncommon,E1,Attack,5.55,13.8,61.65,56.1,0.759,C,0,0,6.5,v3_table,True,-0.95,7.3,55.15,31,10,1,30,0.655,atomic_fixed+event_triggers|atomic_osty_damage,"Osty deals 5 damage. Whenever Osty hits this enemy this turn, Summon 3."
SIGNAL_BOOST,신호 증폭,Signal Boost,defect,Rare,E1,Skill,1.0,4.0,9.0,8.0,0.47,C,1,0,6.5,v3_table,True,-5.5,-2.5,2.5,80,71,51,29,0.667,keyword_exhaust|next_card_replay,The next Power you play is played an additional time.
SKEWER,꼬챙이,Skewer,silent,Uncommon,EX,Attack,4.0,8.0,16.0,12.0,0.72,C,0,0,11.0,x_as_2_energy,True,-7.0,-3.0,5.0,40,30,25,15,0.828,atomic_fixed+x_value,Deal 8 damage X times.
SKIM,걷어내기,Skim,defect,Uncommon,E1,Skill,5.55,5.55,5.55,0.0,0.72,B,0,0,6.5,v3_table,True,-0.95,-0.95,-0.95,31,54,67,36,0.586,atomic_fixed,Draw 3 cards.
SLEIGHT_OF_FLESH,살점 재주,Sleight of Flesh,necrobinder,Uncommon,E2,Power,4.5,15.75,45.0,40.5,0.42,C,1,0,11.0,v3_table,True,-6.5,4.75,34.0,47,7,3,44,0.494,debuff_trigger_damage,"Whenever you apply a debuff to an enemy, they take 9 damage."
SLICE,칼질,Slice,silent,Common,E0,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,2.7,v3_table,True,0.3,0.3,0.3,52,80,83,31,0.644,atomic_fixed,Deal 6 damage.
SLIMED,점액투성이,Slimed,status,Status,E1,Status,2.25,2.25,2.25,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,1,1,2,1,0.909,atomic_fixed|keyword_exhaust_cleanup,Draw 1 card.
SLOTH,나태,Sloth,token,Status,E-1,Status,-4.0,-1.5,0.0,4.0,0.42,C,1,0,,special_pool_raw_score,False,,,,11,11,11,0,1.0,play_restriction,You cannot play more than 3 cards each turn.
SMOKESTACK,배기 장치,Smokestack,defect,Uncommon,E1,Power,3.25,11.375,58.5,55.25,0.72,C,0,0,6.5,v3_table,True,-3.25,4.875,52.0,50,17,2,48,0.448,atomic_fixed+event_triggers,"Whenever you create a Status, deal 5 damage to ALL enemies."
SNAKEBITE,뱀 물기,Snakebite,silent,Common,E2,Skill,7.5,7.5,7.5,0.0,0.981,A,0,0,9.0,v3_table,True,-1.5,-1.5,-1.5,10,33,56,46,0.471,atomic_fixed|keyword_retain,Apply 7 Poison.
SNAP,넘기기,Snap,necrobinder,Common,E1,Attack,3.65,3.65,3.65,0.0,1.0,A,0,0,5.3,v3_table,True,-1.65,-1.65,-1.65,50,75,79,29,0.667,atomic_grant_retain|atomic_osty_damage,Osty deals 7 damage. Add Retain to a card in your Hand.
SNEAKY,비열함,Sneaky,silent,Rare,E2,Power,0.6,5.125,16.3,15.7,0.557,C,1,0,17.0,v3_table,False,,,,77,62,23,54,0.379,atomic_fixed+event_triggers|keyword_sly,"Whenever another player attacks an enemy, gain 1 Block."
SOLAR_STRIKE,태양의 타격,Solar Strike,regent,Common,E1,Attack,6.0,6.0,6.0,0.0,0.855,B,1,0,5.3,v3_table,True,0.7,0.7,0.7,23,40,55,32,0.632,atomic_fixed,Deal 9 damage. Gain 1 Stars.
SOOT,그을음,Soot,status,Status,E-1,Status,-2.0,-1.25,-0.75,1.25,0.72,B,0,0,,special_pool_raw_score,False,,,,4,5,9,5,0.545,keyword_unplayable,
SOUL,영혼,Soul,token,Token,E0,Skill,2.4,2.4,2.4,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,9,9,9,0,1.0,atomic_fixed|keyword_exhaust,Draw 2 cards.
SOUL_STORM,영혼 폭풍,Soul Storm,necrobinder,Rare,E1,Attack,5.5,6.7,14.5,9.0,0.907,C,0,0,6.5,v3_table,True,-1.0,0.2,8.0,36,43,38,7,0.92,additional_damage_scaling|atomic_fixed,Deal 9 damage. Deals 2 additional damage for each Soul in your Exhaust Pile.
SOVEREIGN_BLADE,군주의 칼날,Sovereign Blade,token,Token,E2,Attack,5.5,5.5,5.5,0.0,0.975,A,0,0,,special_pool_raw_score,False,,,,3,3,3,0,1.0,atomic_fixed|keyword_retain,Deal 10 damage.
SOW,파종,Sow,necrobinder,Common,E1,Attack,5.7,5.7,5.7,0.0,0.975,A,0,0,5.3,v3_table,True,0.4,0.4,0.4,28,53,66,38,0.563,atomic_fixed|keyword_retain,Deal 8 damage to ALL enemies.
SPECTRUM_SHIFT,스펙트럼 이동,Spectrum Shift,regent,Uncommon,E2,Power,6.0,14.8,24.0,18.0,0.42,C,1,0,11.0,v3_table,True,-5.0,3.8,13.0,24,7,10,17,0.805,atomic_random_colorless_card+recurring_turns,"At the start of your turn, add 1 random Colorless card into your Hand."
SPEEDSTER,스피드스터,Speedster,silent,Uncommon,E2,Power,1.3,4.55,23.4,22.1,0.42,C,1,0,11.0,v3_table,True,-9.7,-6.45,12.4,73,70,15,58,0.333,atomic_fixed+event_triggers,"Whenever you draw a card during your turn, deal 2 damage to ALL enemies."
SPINNER,스피너,Spinner,defect,Rare,E1,Power,5.25,12.95,21.0,15.75,0.42,C,1,0,6.5,v3_table,True,-1.25,6.45,14.5,36,11,22,25,0.713,atomic_fixed+recurring_turns,"At the start of your turn, Channel 1 Glass."
SPIRIT_OF_ASH,잿빛 혼령,Spirit of Ash,necrobinder,Rare,E1,Power,2.4,8.4,43.2,40.8,0.72,C,0,0,6.5,v3_table,True,-4.1,1.9,36.7,67,37,6,61,0.299,atomic_fixed+event_triggers,"Whenever you play an Ethereal card, gain 4 Block."
SPITE,악의,Spite,ironclad,Uncommon,E0,Attack,2.5,4.5,5.75,3.25,0.867,B,0,0,4.3,v3_table,True,-1.8,0.2,1.45,67,73,70,6,0.93,atomic_fixed|conditional_extra_hits|multi_hit_strength_synergy,"Deal 5 damage. If you lost HP this turn, hits 2 times."
SPLASH,착수,Splash,colorless,Uncommon,E1,Skill,5.5,6.5,8.0,2.5,0.643,C,1,0,6.8,v3_table,True,-1.3,-0.3,1.2,22,37,38,16,0.746,atomic_free_generated_card|discover_restricted_card,Choose 1 of 3 random Attacks from another character to add into your Hand. It's free to play this turn.
SPOILS_MAP,보물 지도,Spoils Map,quest,Quest,E-1,Quest,4.0,10.75,23.25,19.25,0.448,C,1,0,,special_pool_raw_score,False,,,,1,1,1,0,1.0,keyword_unplayable|meta_future_gold_site,Marks a site of 600 extra Gold in the next Act.
SPOILS_OF_BATTLE,전투의 성과,Spoils of Battle,regent,Common,E1,Skill,5.05,5.05,5.05,0.0,0.72,B,0,0,5.3,v3_table,True,-0.25,-0.25,-0.25,37,54,67,30,0.655,atomic_fixed,Forge 5. Draw 2 cards.
SPORE_MIND,포자 잠식,Spore Mind,curse,Curse,E1,Curse,1.0,1.0,1.0,0.0,0.72,B,0,0,,special_pool_raw_score,False,,,,1,1,2,1,0.941,keyword_exhaust_cleanup,
SPUR,격려,Spur,necrobinder,Uncommon,E1,Skill,5.8,5.8,5.8,0.0,0.879,B,0,0,6.5,v3_table,True,-0.7,-0.7,-0.7,26,51,64,38,0.563,atomic_fixed|keyword_retain|osty_heal,Summon 3. Osty heals 5 HP.
SQUASH,짓누르기,Squash,event,Event,E1,Attack,9.0,9.0,9.0,0.0,0.876,B,0,0,,special_pool_raw_score,False,,,,6,7,14,8,0.692,atomic_fixed,Deal 10 damage. Apply 2 Vulnerable.
SQUEEZE,쥐어짜기,Squeeze,necrobinder,Rare,E3,Attack,13.75,20.0,31.25,17.5,0.746,C,1,0,20.0,v3_table,True,-6.25,0.0,11.25,5,4,9,5,0.943,atomic_osty_damage|damage_per_osty_attack,Osty deals 25 damage. Deals 5 additional damage for ALL your other Osty Attacks.
STACK,스택,Stack,event,Event,E1,Skill,3.0,9.0,15.0,12.0,0.42,C,1,0,,special_pool_raw_score,False,,,,21,8,4,17,0.346,equal_to_quantity,Gain Block equal to the number of cards in your Discard Pile.
STAMPEDE,쇄도,Stampede,ironclad,Uncommon,E2,Power,5.25,12.95,21.0,15.75,0.42,C,1,0,11.0,v3_table,True,-5.75,1.95,10.0,29,15,26,14,0.837,recurring_random_attack_autoplay,"At the end of your turn, 1 random Attack in your Hand is played against a random enemy."
STARDUST,우주 먼지,Stardust,regent,Uncommon,E0+SX,Attack,-5.75,0.5,7.0,12.75,0.579,C,1,0,4.3,energy_table_star_cost_separated,True,-10.05,-3.8,2.7,87,84,50,37,0.575,cost_star_x_spend|random_target+x_value,Deal 5 damage to a random enemy X times.
STOKE,화력 증폭,Stoke,ironclad,Rare,E1,Skill,1.0,7.6,35.0,34.0,0.42,C,2,0,6.5,v3_table,True,-5.5,1.1,28.5,78,39,5,73,0.151,atomic_exhaust_hand|atomic_random_card_card+scaling_count,Exhaust your Hand. Add 1 random card into your Hand for each card Exhausted.
STOMP,짓밟기,Stomp,ironclad,Uncommon,E3,Attack,10.3,13.3,15.3,5.0,0.884,B,0,0,16.0,v3_table,True,-5.7,-2.7,-0.7,8,13,34,26,0.698,atomic_fixed|cost_reduction_scaling_capped,Deal 12 damage to ALL enemies. Costs 1 less Energy for each Attack played this turn.
STONE_ARMOR,돌 갑옷,Stone Armor,ironclad,Uncommon,E1,Power,6.4,6.4,6.4,0.0,0.72,B,0,0,6.5,v3_table,True,-0.1,-0.1,-0.1,19,49,63,44,0.488,atomic_fixed,Gain 4 Plating.
STORM,폭풍,Storm,defect,Uncommon,E1,Power,2.2,7.7,39.6,37.4,0.42,C,1,0,6.5,v3_table,True,-4.3,1.2,33.1,67,37,5,62,0.287,atomic_fixed+event_triggers,"Whenever you play a Power, Channel 1 Lightning."
STORM_OF_STEEL,강철의 폭풍,Storm of Steel,silent,Rare,E1,Skill,-1.1,2.18,18.0,19.1,0.72,C,0,0,6.5,v3_table,True,-7.6,-4.32,11.5,86,84,21,65,0.253,atomic_discard_hand|atomic_fixed+scaling_count,Discard your Hand. Add 1 Shiv into your Hand for each card discarded.
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,Attack,5.1,7.85,23.8,18.7,0.849,C,0,0,6.5,v3_table,True,-1.4,1.35,17.3,27,31,14,17,0.805,atomic_fixed|atomic_hp_bypass+event_triggers,"Deal 8 damage. Whenever you play a card this turn, the enemy loses 2 HP."
STRATAGEM,책략,Stratagem,colorless,Uncommon,E1,Power,0.0,2.5,7.5,7.5,0.42,C,1,0,6.8,v3_table,True,-6.8,-4.3,0.7,61,60,41,20,0.683,shuffle_tutor,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand."
STRIKE_DEFECT,타격,Strike,defect,Basic,E1,Attack,3.0,3.0,3.0,0.0,1.0,A,0,0,3.0,v3_table,True,0.0,0.0,0.0,57,79,82,25,0.713,atomic_fixed,Deal 6 damage.
